r_kpc,v_kms_D_0.00_kpc2_per_T0,v_kms_D_0.05_kpc2_per_T0,v_kms_D_0.20_kpc2_per_T0
1e-06,0.2929576209865864,0.2758970681617328,0.26128031216155584
0.03336213344453712,52.62487987725778,50.068634347762675,47.43760606943987
0.06672326688907423,81.92260958213367,78.62301238012967,74.57779082554067
0.10008440033361136,110.21751365575662,106.56376331980496,101.25276422341288
0.13344553377814847,137.59917187373802,133.8795890605012,127.47572071575571
0.16680666722268558,164.10857837634697,160.5338328251743,153.22454838213451
0.20016780066722273,189.77396492150518,186.49402989984105,178.4726260878246
0.23352893411175984,214.61879329470878,211.73624872497354,203.19512087800967
0.26689006755629696,238.6642593458223,236.24491395311142,227.37053005150312
0.300251201000834,261.93025816032866,260.01167063137484,250.98094594218114
0.33361233444537114,284.435814047323,283.0341291442931,274.01191866579654
0.3669734678899083,306.19929451513457,305.314713999245,296.45218887862734
0.4003346013344454,327.23852687833426,326.8596689385466,318.2933869960438
0.4336957347789825,347.5708670387317,347.67821877113647,339.5297356096714
0.46705686822351966,367.21324309012607,367.78187261502615,360.1577691918524
0.5004180016680567,386.18218488469824,387.18384969911125,380.1760759176761
0.5337791351125939,404.4938453771663,405.8986094834535,399.58506248419553
0.567140268557131,422.16401694111016,423.94146977295713,418.38674111120844
0.6005014020016681,439.20814448928735,441.32829867271346,436.58453722013894
0.6338625354462052,455.6413364883776,458.07526828706074,454.1831160635343
0.6672236688907424,471.4783745388691,474.19865988106216,471.18822656868963
0.7005848023352795,486.73372194485563,489.71471178591906,487.60656074678894
0.7339459357798167,501.4215315498298,504.6395026591245,503.44562714627386
0.7673070692243538,515.5556530222545,518.9888638372006,518.7136369677495
0.8006682026688909,529.1496397159373,532.7783154754003,533.4194015940158
0.834029336113428,542.2167551920036,546.023021983146,547.572240416507
0.8673904695579651,554.7699794639047,558.7377629601235,561.1818979560701
0.9007516030025022,566.8220150097209,570.9369164353703,574.258469381035
0.9341127364470394,578.3852925842373,582.6344517261089,586.8123336193113
0.9674738698915766,589.4719768550406,593.8439296770151,598.8540933446056
1.0008350033361135,600.0939718810298,604.5785084240989,610.3945211907505
1.0341961367806507,610.2629264475697,614.8509531584494,621.4445116136109
1.0675572702251879,619.9902392694361,624.6736486503087,632.0150378780032
1.100918403669725,629.2870640704991,634.0586135387097,642.117113698454
1.134279537114262,638.1643145473749,643.0175156008474,651.7617591082001
1.1676406705587992,646.6326692230602,651.5616873924232,660.9599701713289
1.2010018040033363,654.7025761955816,659.7021417989657,669.7226921889762
1.2343629374478733,662.3842577859618,667.4495871617929,678.0607960826156
1.2677240708924105,669.6877150892415,674.8144417437795,685.9850576661398
1.3010852043369476,676.6227324318312,681.806847382181,693.5061395441036
1.3344463377814846,683.1988817381323,688.4366822409594,700.6345753964998
1.367807471226022,689.4255268090645,694.713572625737,707.3807564311383
1.4011686046705591,695.3118275149105,700.646903862832,713.754919803322
1.4345297381150963,700.866743904712,706.2458302718094,719.7671388193618
1.4678908715596333,706.0990402342785,711.5192842804228,725.4273147557074
1.5012520050041704,711.017288914751,716.4759847433271,730.7451701393114
1.5346131384487076,715.6298743835521,721.1244445329569,735.7302433474408
1.5679742718932446,719.9449968994536,725.4729774737251,740.3918843966414
1.6013354053377817,723.9706762634266,729.5297046902547,744.7392518010727
1.634696538782319,727.7147554668587,733.3025604376253,748.781310390075
1.6680576722268559,731.184904268642,736.799297477307,752.5268299836935
1.701418805671393,734.3886227026384,740.027492057186,755.984384833048
1.7347799391159302,737.3332445169133,742.9945485483033,759.1623537399801
1.7681410725604672,740.0259405461198,745.7077037850089,762.0689207773835
1.8015022060050043,742.4737220183742,748.17403114941,764.7120765380934
1.8348633394495415,744.6834437979219,750.4004444354874,767.0996198462005
1.868224472894079,746.6618075648456,752.3937015231459,769.2391598702484
1.9015856063386158,748.4153649330617,754.1604078878588,771.1381185829491
1.934946739783153,749.9505205077887,755.7070199674597,772.8037335168925
1.9683078732276902,751.2735348836807,757.0398484040568,774.2430607702217
2.0016690066722274,752.3905275847555,758.1650611759526,775.4629782204481
2.0350301401167643,753.3074799472389,759.0886866318184,776.4701889084824
2.0683912735613013,754.0302379464296,759.8166164371678,777.2712245586064
2.1017524070058387,754.5645149686447,760.3546084413282,777.872449203498
2.1351135404503756,754.9158945293048,760.7082894715936,778.2800628865801
2.1684746738949126,755.0898329381786,760.8831580600084,778.5001054168891
2.20183580733945,755.0916619127978,760.8845871072303,778.5384601543916
2.235196940783987,754.9265911410286,760.7178264871146,778.4008578061864
2.268558074228524,754.5997107937555,760.3880055950314,778.0928802163704
2.3019192076730612,754.1159939886477,759.9001358424146,777.6199641344921
2.335280341117598,753.4802992059078,759.2591130996498,776.9874049495036
2.368641474562135,752.6973726569348,758.4697200890952,776.2003603779368
2.4020026080066725,751.7718506067827,757.5366287297916,775.2638540966997
2.4353637414512095,750.7082616512946,756.4644024352249,774.1827793124031
2.468724874895747,749.5110289497736,755.2574983653673,772.9619022605227
2.502086008340284,748.1844724140226,753.9202696341027,771.6058656289425
2.535447141784821,746.732810854588,752.4569674730587,770.1191919015645
2.568808275229358,745.1601640850187,750.8717433527994,768.5062866186859
2.602169408673895,743.4705549849201,749.1686510622766,766.7714415517495
2.635530542118432,741.6679115226154,747.3516487473963,764.9188377908873
2.6688916755629695,739.7560687381349,745.4246009095191,762.9525487443827
2.702252809007507,737.738770687327,743.3912803646874,760.8765430498123
2.735613942452044,735.6196723477964,741.2553701643463,758.6946873971704
2.768975075896581,733.4023414874149,739.0204654783017,756.410749264744
2.802336209341118,731.0902604960963,736.6900754406453,754.0283995689242
2.835697342785655,728.6868281815433,734.267624959351,751.551215229461
2.8690584762301925,726.195361529648,731.7564564902428,748.9826816519665
2.9024196096747295,723.6190974302068,729.1598317760088,746.3261951296919
2.935780743119267,720.9611943686253,726.480933550928,743.5850651667948
2.969141876563804,718.2247340842365,723.7228672119619,740.7625167254471
3.0025030100083407,715.4127231958915,720.8886624568538,737.8616923992473
3.035864143452878,712.5280947954177,717.9812748898555,734.8856545154636
3.069225276897415,709.5737100095731,715.0035875957055,731.8373871686811
3.102586410341952,706.5523595310981,711.9584126824568,728.7197981884403
3.1359475437864894,703.4667651194284,708.848492793747,725.5357210434503
3.1693086772310264,700.3195810716744,705.6765025910962,722.2879166849301
3.2026698106755633,697.1133956644171,702.4450502067967,718.9790753315982
3.2360309441201007,693.850732566877,699.156678667961,715.6118181987697
3.2693920775646377,690.534052226007,695.8138672922717,712.1886991739573
3.3027532110091746,687.1657532240365,692.4190330559759,708.7122064412995
3.336114344453712,683.7481736089992,688.9745319346518,705.1847640570577
3.369475477898249,680.2835921987584,685.4826602172682,701.6087334783364
3.402836611342786,676.7742298590225,681.9456557940421,697.9864150470933
3.4361977447873233,673.222250755876,678.3656994186008,694.3200494314143
3.4695588782318603,669.6297635832758,674.744915944935,690.6118190259332
3.502920011676397,665.9988227660264,671.0853755396236,686.8638493131872
3.5362811451209346,662.331429638669,667.3890948698072,683.0782101876026
3.5696422785654716,658.6295336007817,663.6580382673694,679.2569172437204
3.6030034120100085,654.8950332491017,659.8941188697836,675.4019330301767
3.636364545454546,651.1297774869546,656.0991997380723,671.5151682708744
3.669725678899083,647.3355666113855,652.2750949523157,667.5984830546953
3.70308681234362,643.5141533784536,648.4235706851392,663.6536879950227
3.7364479457881576,639.6672440470845,644.5463462536047,659.6825453602739
3.7698090792326946,635.796499401904,640.6450951499178,655.686770176564
3.803170212677232,631.9035357554503,636.7214460513567,651.6680313035586
3.836531346121769,627.9899259301689,632.7769838098246,647.6279524845062
3.869892479566306,624.057200220564,628.8132504214133,643.5681133713832
3.9032536130108433,620.1068473359082,624.8317459763648,639.4900505260262
3.9366147464553802,616.1403153238642,620.8339295898078,635.3952583980713
3.969975879899917,612.1590124753919,616.8212203136362,631.2851902804764
4.003337013344455,608.1643082113152,612.7949980298968,627.1612592433487
4.036698146788992,604.1575339508757,608.7566043260368,623.0248390467641
4.0700592802335285,600.1399839626476,604.7073433523682,618.8772650332206
4.103420413678066,596.1129161981304,600.648482662082,614.7198350003332
4.136781547122603,592.0775531083686,596.5812540341585,610.5538100543433
4.17014268056714,588.0350824439222,592.5068542794983,606.3804154449837
4.203503814011677,583.9866580385017,588.4264460305974,602.2008413822145
4.236864947456215,579.9334005766007,584.3411585150888,598.0162438353133
4.270226080900751,575.8763983454141,580.252088313457,593.8277453147822
4.3035872143452885,571.8167079713575,576.1603001012356,589.6364356375128
