r_kpc,rho_kg_m3,M_enc_kg,G_eff_over_GN,v_kms_final
1e-06,1.7974134678769257e-20,2.213860687369622e+26,196.86074308451012,0.30703104692242744
0.03336213344453712,1.7775362768006498e-20,2.4368477739297224e+35,192.5318362264104,55.152621273687316
0.06672326688907423,1.7578789031075992e-20,1.2076155720083443e+36,188.29814477178914,85.85711895604186
0.10008440033361136,1.7384389158867977e-20,3.352453668612569e+36,184.15757443371567,115.51026465819794
0.13344553377814847,1.719213911110166e-20,7.123312723014771e+36,180.10807698963006,144.20594595412587
0.16680666722268558,1.7002015113352307e-20,1.2950104589580677e+37,176.14764926814723,171.98713044348335
0.20016780066722273,1.68139936541112e-20,2.1247878756487336e+37,172.2743321581444,198.88341007456634
0.23352893411175984,1.6628051481878104e-20,3.2417155495151277e+37,168.48620963964444,224.91937753843746
0.26689006755629696,1.644416560228589e-20,4.68442528283952e+37,164.78140783601543,250.11725061006055
0.300251201000834,1.6262313275256957e-20,6.49016074202963e+37,161.15809408701628,274.4978836915576
0.33361233444537114,1.6082472012191113e-20,8.694808948906127e+37,157.61447604223278,298.0812184601586
0.3669734678899083,1.5904619573184535e-20,1.1332931184269891e+38,154.14880077445255,320.88650812576304
0.4003346013344454,1.5728733964279486e-20,1.443779331357095e+38,150.75935391254137,342.9324396419384
0.4336957347789825,1.555479343474446e-20,1.804139554434828e+38,147.44445879339207,364.2372057931387
0.46705686822351966,1.5382776474384404e-20,2.2174501624959046e+38,144.20247563252872,384.8185508960921
0.5004180016680567,1.521266181088066e-20,2.686666749396748e+38,141.03180071294864,404.6938017883399
0.5337791351125939,1.504442840716036e-20,3.21462693894176e+38,137.9308655918129,423.87989019948145
0.567140268557131,1.4878055458794894e-20,3.804053142706988e+38,134.89813632457975,442.3933698529977
0.6005014020016681,1.4713522391427143e-20,4.4575552656540245e+38,131.9321127062056,460.25043021848666
0.6338625354462052,1.4550808858227175e-20,5.177633360413988e+38,129.0313275290383,477.4669080571311
0.6672236688907424,1.438989473737607e-20,5.966680231107696e+38,126.19434585702861,494.05829746334507
0.7005848023352795,1.4230760129577577e-20,6.82698398755456e+38,123.41976431591054,510.0397588477696
0.7339459357798167,1.4073385355597287e-20,7.76073055070936e+38,120.70621039899001,525.4261271509645
0.7673070692243538,1.3917750953829007e-20,8.770006110152945e+38,118.0523417882055,540.2319194804163
0.8006682026688909,1.376383767788808e-20,9.856799534449888e+38,115.45684569012188,554.4713423018916
0.834029336113428,1.3611626494231276e-20,1.1023004735173374e+39,112.91843818652839,568.1582982761015
0.8673904695579651,1.3461098579803041e-20,1.2270422985385032e+39,110.43586359931965,581.3063928050578
0.9007516030025022,1.3312235319707755e-20,1.3600765193345003e+39,108.00789386935031,593.9289403345284
0.9341127364470394,1.3165018304907742e-20,1.501565413221534e+39,105.63332794894541,606.0389704466035
0.9674738698915766,1.3019429329946727e-20,1.6516626626507813e+39,103.31099120777891,617.6492337678109
1.0008350033361135,1.2875450390698486e-20,1.8105135696015348e+39,101.03973485181629,628.7722077120429
1.0341961367806507,1.2733063682140369e-20,1.9782552657954616e+39,98.81843535503899,639.4201020732086
1.0675572702251879,1.2592251596151465e-20,2.1550169188035865e+39,96.6459939036681,649.6048644793074
1.100918403669725,1.245299671933512e-20,2.340919934116473e+39,94.52133585261188,659.3381857172817
1.134279537114262,1.23152818308655e-20,2.536078153246953e+39,92.44341019387026,668.6315049362513
1.1676406705587992,1.217908990035802e-20,2.7405980479336754e+39,90.41118903663015,677.49601473541
1.2010018040033363,1.2044404085763281e-20,2.9545789105126373e+39,88.4236670987974,685.9426661418705
1.2343629374478733,1.1911207731284319e-20,3.178113040522825e+39,86.47986120971245,693.9821734829695
1.2677240708924105,1.177948436531688e-20,3.411285927611002e+39,84.5788098238036,701.6250191569402
1.3010852043369476,1.1649217698412477e-20,3.6541764307996974e+39,82.71957254493759,708.8814583053983
1.3344463377814846,1.1520391621263971e-20,3.90685695418138e+39,80.90122966123243,715.7615233907102
1.367807471226022,1.1392990202713414e-20,4.169393619100837e+39,79.12288169010208,722.2750286810142
1.4011686046705591,1.1266997687781963e-20,4.441846432886765e+39,77.38364893330844,728.4315746454264
1.4345297381150963,1.1142398495721534e-20,4.724269454192615e+39,75.68267104179789,734.2405522617513
1.4678908715596333,1.1019177218088026e-20,5.016710955005786e+39,74.01910659011365,739.7111472388965
1.5012520050041704,1.0897318616835862e-20,5.3192135793832934e+39,72.39213266016444,744.8523441559846
1.5346131384487076,1.0776807622433577e-20,5.631814498971125e+39,70.80094443415089,749.6729305201102
1.5679742718932446,1.0657629332000268e-20,5.954545565363588e+39,69.24475479644535,754.1815007445557
1.6013354053377817,1.053976900746263e-20,6.287433459358017e+39,67.72279394422793,758.3864600491929
1.634696538782319,1.0423212073732407e-20,6.630499837159369e+39,66.23430900668673,762.2960282847417
1.6680576722268559,1.0307944116903947e-20,6.983761473588311e+39,64.77856367259385,765.9182436824793
1.701418805671393,1.0193950882471755e-20,7.347230402345586e+39,63.35483782607411,769.260966530951
1.7347799391159302,1.0081218273567693e-20,7.720914053384554e+39,61.96242719038311,772.3318827811472
1.7681410725604672,9.969732349217721e-21,8.104815387442998e+39,60.600642979521965,775.1385075816177
1.8015022060050043,9.859479322617889e-21,8.498933027784455e+39,59.26881155751469,777.6881887449035
1.8348633394495415,9.750445559429413e-21,8.903261389198512e+39,57.96627410517886,779.9881101466514
1.868224472894079,9.642617576092595e-21,9.31779080430871e+39,56.69238629422727,782.0452950587425
1.9015856063386158,9.535982038159386e-21,9.742507647235935e+39,55.44651796853656,783.8666094177145
1.934946739783153,9.4305257586444e-21,1.0177394454664355e+40,54.22805283242709,785.4587650297464
1.9683078732276902,9.326235696394154e-21,1.0622430044356256e+40,53.0363881457988,786.8283227134256
2.0016690066722274,9.223098954474345e-21,1.1077589631161324e+40,51.870934425972976,787.9816953815082
2.0350301401167643,9.121102778574965e-21,1.1542844940565224e+40,50.73111515609177,788.9251510628362
2.0683912735613013,9.020234555433054e-21,1.2018164319821566e+40,49.61636649993193,789.6648158655693
2.1017524070058387,8.920481811272884e-21,1.2503512846710662e+40,48.52613702299034,790.2066768828419
2.1351135404503756,8.821832210263409e-21,1.299885243596774e+40,47.459887419706114,790.5565850419671
2.1684746738949126,8.724273552992762e-21,1.3504141943422603e+40,46.417090246680395,790.7202578982342
2.20183580733945,8.627793774959622e-21,1.4019337267892036e+40,45.397229661766026,790.7032823743864
2.235196940783987,8.532380945081283e-21,1.4544391450865595e+40,44.39980116889415,790.5111174467835
2.268558074228524,8.43802326421819e-21,1.507925477402471e+40,43.42431136851523,790.1490967792886
2.3019192076730612,8.344709063714818e-21,1.5623874854634454e+40,42.470277713527324,789.6224313058458
2.335280341117598,8.252426803956681e-21,1.617819673884661e+40,41.537228270575,788.9362117627531
2.368641474562135,8.161165072943291e-21,1.6742162992952057e+40,40.62470148659601,788.0954111715455
2.4020026080066725,8.070912584876907e-21,1.7315713792619926e+40,39.7322459605049,787.1048872734634
2.4353637414512095,7.981658178766879e-21,1.7898787010160252e+40,38.8594202198975,785.9693849163989
2.468724874895747,7.89339081704945e-21,1.8491318299846374e+40,38.0057925026671,784.693538395227
2.502086008340284,7.806099584222793e-21,1.9093241181332622e+40,37.170940543423846,783.2818737464067
2.535447141784821,7.719773685497159e-21,1.9704487121202306e+40,36.354451364612295,781.738810997717
2.568808275229358,7.634402445459949e-21,2.0324985612680453e+40,35.55592107222287,780.0686663739734
2.602169408673895,7.549975306755552e-21,2.0954664253545112e+40,34.77495465599705,778.2756544595653
2.635530542118432,7.466481828779775e-21,2.1593448822270563e+40,34.01116579402725,776.3638903186287
2.6688916755629695,7.383911686388721e-21,2.224126335243512e+40,33.264176661654176,774.337391573655
2.702252809007507,7.302254668621928e-21,2.289803020542579e+40,32.53361774456732,772.2000804433192
2.735613942452044,7.221500677439659e-21,2.3563670141471404e+40,31.81912765601748,769.9557857403188
